Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Inishowen Maritime Museum & Planetarium,https://inishowenmaritime.com/,353749381363,-6.9853301,55.2034315,Donegal,Greencastle,Ireland,"Movies,Cinema,Venue,Museums and Attraction,Cafe,Food and Drink"
Shannonbridge Fortifications,http://www.shannonbridgefortifications.ie,353909674973,-8.052321,53.2791924999999,Roscommon,,Ireland,"Walking,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Crag Cave,http://www.cragcave.com,353667141244,-9.444364,52.247082,Kerry,Castleisland,Republic of Ireland,"Natural Landscape,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Ormond Castle,https://heritageireland.ie/places-to-visit/ormond-castle/,35351640787,-7.4077121,52.3453617,Tipperary,Carrickbeg,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Tour"
Dungarvan Castle,https://heritageireland.ie/places-to-visit/dungarvan-castle/,3535848144,-7.6161511054878,52.0892648611029,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Castle,Museums and Attraction"
The Kennedy Homestead,http://www.kennedyhomestead.ie,35351388264,-6.9808663,52.3463063999999,Wexford,Dunganstown,Ireland,"Photography,Learning,Museums and Attraction,Tour"
Michael Collins Centre,http://www.michaelcollinscentre.com,353238846107,-8.82139099999999,51.6431607,Cork,Clonakilty,Ireland,"Learning,Museums and Attraction,Tour"
"The Quiet Man Museum, Tours & Giftshop",http://www.quietmanmuseum.com,353949546089,-9.28811549999999,53.5408714,Mayo,Cong,Ireland,"Transport,Movies,Cinema,Venue,Activity Operator,Museums and Attraction,Tour,Coach,Road"
The Music Makers of West Clare,http://www.themusicmakers.ie,353657085785,-9.40333139999999,52.8540133,Clare,,Ireland,"Learning,Museums and Attraction"
"Muckross House, Gardens & Traditional Farms",http://www.muckross-house.ie,353646670144,-9.5042922,52.0180827,Kerry,Killarney,Ireland,"Gardens,Garden,Historic Houses and Castle,Museums and Attraction,National Park,National and Forest Park,Visitor Farm,Cafe,Food and Drink,Food Shops,Shopping"
St Brigid's Well & Shrine,,,-7.352575,53.5495302,Westmeath,,Ireland,Public Sculpture
Queen Maeve Trail,https://sligowalks.ie/walks/knocknarea-queen-maeve-trail,,-8.58510326209113,54.270174038485,Sligo,,Ireland,"Walking,Natural Landscape"
The Model - Home of the Niland Collection,https://www.themodel.ie/,353719141405,-8.46865119999999,54.2729051,Sligo,,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Cafe,Food and Drink"
Mitchelstown Cave,http://mitchelstowncave.com/,353527467246,-8.1086504,52.3057709,Tipperary,,Ireland,"Walking,Activity Operator,Natural Landscape,Tour"
Ballinastoe and Lower Vartry Reservoir,https://www.sportireland.ie/outdoors/walking/trails/roundwood-reservoir-lower-vartry-trail,,-6.20224303535155,53.0912329981869,Wicklow,Roundwood,Ireland,"Walking,Natural Landscape"
Skibbereen Heritage Centre,https://skibbheritage.com/,3532840900,-9.271913,51.5508649999999,Cork,Skibbereen,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Connemara Sheep and Wool Centre,https://www.sheepandwoolcentre.com/,3539542323,-9.69386569999999,53.5960947999999,Galway,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Museums and Attraction,Food Shops"
Kilkenny Design Centre,https://kilkennydesign.com,353567722118,-7.24949196560669,52.6498221823626,Kilkenny,Kilkenny City,Republic of Ireland,"Restaurant,Craft,Shopping,Historic Houses and Castle,Food and Drink,Food Shops"
Carrick-On-Suir Heritage Centre and Friary,https://carrickonsuir.net/item/heritage-centre-tourist-office/,35351640200,-7.4131187,52.3466201,Tipperary,Carrickbeg,Ireland,"Tracing Your Ancestors,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction"
Sheep's Head Way,https://www.sportireland.ie/outdoors/walking/trails/sheeps-head-way,,-9.7033039,51.5810602,Cork,Kilcrohane,Ireland,"Walking,Natural Landscape"
Finnerty's Mills,https://www.facebook.com/FinnertysMills/,353863855657,-8.4623733,53.1609948,Galway,Leitrim,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Joan Clancy Art Gallery,https://www.joanclancygallery.com/,3535846205,-7.59762776736675,52.0571518478223,Waterford,Ring,Republic of Ireland,"Craft,Shopping,Art Gallery"
